시군구,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,Latitude,Longitude
서울특별시 성북구 정릉동,정릉중앙하이츠아파트,84.31,202410,21,"44,000",18,개인,개인,1999,보국문로32길 53,37.6195594,127.0020847
서울특별시 도봉구 도봉동,럭키,84.86,202410,21,"53,400",10,개인,개인,1992,도봉로169길 31,37.6792277,127.0444167
서울특별시 구로구 개봉동,개봉푸르지오,84.83,202410,21,"84,000",3,개인,개인,2014,남부순환로 775,37.5004098,126.848132
서울특별시 금천구 독산동,라이프,84.74,202410,21,"47,000",1,개인,개인,1996,벚꽃로 60,37.4610799,126.8922701
서울특별시 영등포구 당산동5가,당산효성1차,59.85,202410,21,"110,000",16,개인,개인,1999,당산로42길 13,37.530685,126.9017363
서울특별시 구로구 구로동,중앙하이츠,79.97,202410,21,"65,000",10,개인,개인,1987,구일로8길 92,37.4967783,126.8760986
서울특별시 동작구 본동,한강쌍용,59.64,202410,21,"90,000",6,개인,개인,1999,노량진로24길 2,37.5122215,126.9530679
서울특별시 금천구 독산동,한신아파트,89.46,202410,21,"42,000",7,개인,개인,1991,한내로 62,36.3446406,126.609458
서울특별시 영등포구 도림동,영등포아트자이,84.854,202410,21,"117,000",10,개인,개인,2014,도영로 66,37.5101954,126.9002735
서울특별시 금천구 독산동,신도브래뉴,116.29,202410,21,"60,000",1,개인,개인,2002,시흥대로152길 25,37.4773996,126.9002386
서울특별시 강동구 성내동,중명,84.58,202410,21,"50,000",6,개인,개인,1999,강동대로51길 75,37.5268828,127.1308728
서울특별시 강남구 삼성동,한일,55.34,202410,21,"157,000",10,개인,개인,2001,봉은사로73길 23,37.5139819,127.0498761
서울특별시 강남구 논현동,신동아(22),84.52,202410,21,"173,800",10,개인,개인,1997,강남대로146길 28,37.5147153,127.0226688
서울특별시 강남구 대치동,동부센트레빌,145.83,202410,21,"480,000",23,개인,개인,2005,선릉로 206,37.4927927,127.0557447
서울특별시 강남구 삼성동,삼성동힐스테이트 1단지,84.236,202410,21,"237,000",1,개인,개인,2008,학동로68길 29,37.5163059,127.0484473
서울특별시 서초구 반포동,반포미도,84.96,202410,21,"283,000",7,개인,개인,1987,서초중앙로29길 28,37.5013538,127.0087793
서울특별시 은평구 증산동,DMC월드,83.151,202410,21,"80,000",17,개인,개인,2002,증산로 333,37.5879152,126.9098399
서울특별시 마포구 대흥동,대흥동세양,84.6,202410,21,"104,500",2,개인,개인,2000,독막로 288,37.5444469,126.9448688
서울특별시 마포구 신수동,대원칸타빌,117.183,202410,21,"148,000",10,개인,개인,2004,창전로2길 10,37.5480837,126.9336587
서울특별시 양천구 신월동,예지보금자리74차,58.9,202410,21,"22,000",6,개인,개인,2014,오목로15길 20-1,37.524892,126.8459247
서울특별시 강서구 염창동,한강동아,114.78,202410,21,"145,000",13,개인,개인,1998,양천로73길 80,37.5539725,126.8742099
서울특별시 양천구 신월동,신목동비바힐스,64.64,202410,21,"49,710",14,개인,법인,2023,신월로 123,37.5182791,126.8445939
서울특별시 서대문구 홍제동,금호어울림,84.949,202410,21,"97,000",4,개인,개인,2016,모래내로 411,37.5845646,126.9408681
서울특별시 서대문구 홍제동,홍제삼성래미안,60,202410,21,"71,000",6,개인,개인,2001,통일로 319,37.5598665,126.9708838
서울특별시 양천구 신정동,목동신시가지14,55.02,202410,21,"137,000",4,개인,개인,1988,목동동로 130,37.5161905,126.8703376
서울특별시 서대문구 남가좌동,디엠씨엘가,30.36,202410,21,"33,000",8,개인,법인,2017,모래내로 151,37.5699522,126.9177853
서울특별시 중랑구 상봉동,건영1,84.96,202410,21,"61,800",25,개인,개인,1997,봉화산로48길 62,37.603997,127.0935449
서울특별시 성동구 금호동4가,대우,114.71,202410,21,"189,000",13,개인,개인,2001,독서당로 272,37.5459724,127.0196834
서울특별시 중랑구 면목동,용마한신,35.44,202410,21,"33,500",3,개인,개인,1990,사가정로71길 19,37.5813205,127.095949
서울특별시 중랑구 면목동,현대,84.99,202410,21,"71,000",10,개인,개인,1994,용마산로 252,37.5762577,127.0897874
서울특별시 중랑구 면목동,한양수자인사가정파크,84.989,202410,21,"104,000",3,개인,개인,2019,사가정로72길 26,37.5795605,127.0939006
서울특별시 성동구 옥수동,한남하이츠,177.16,202410,21,"380,000",10,개인,개인,1982,독서당로 156,37.5397394,127.0141579
서울특별시 중랑구 면목동,현대,72.63,202410,21,"61,750",3,개인,개인,1994,용마산로 252,37.5762577,127.0897874
서울특별시 동대문구 전농동,전농동신성미소지움,112.874,202410,21,"119,500",4,개인,개인,2005,서울시립대로 75,37.5783114,127.0485272
서울특별시 중구 황학동,롯데캐슬,84.97,202410,20,"99,500",13,개인,개인,2008,청계천로 400,37.5709778,127.021434
서울특별시 용산구 이태원동,청화1,106.12,202410,20,"275,000",8,개인,개인,1982,장문로 27,37.5299475,126.9948071
서울특별시 중랑구 망우동,경남,59.94,202410,20,"43,000",2,개인,개인,1989,양원역로 37,37.6037964,127.10671
서울특별시 중랑구 신내동,신내 데시앙포레,84.91,202410,20,"71,800",1,개인,개인,2013,신내역로 165,37.6152512,127.1100427
서울특별시 강동구 성내동,한솔애리즈1,84.89,202410,20,"72,700",2,개인,개인,2002,풍성로 191,37.5301775,127.1333363
서울특별시 성북구 정릉동,정릉풍림아이원,59.88,202410,20,"49,800",10,개인,개인,2005,솔샘로 120,37.4247207,126.6643981
서울특별시 노원구 상계동,수락리버시티3단지,84.88,202410,20,"63,800",3,개인,개인,2009,누원로 28,37.6875043,127.0544509
서울특별시 성북구 하월곡동,월곡두산위브,84.843,202410,20,"73,500",1,개인,개인,2003,오패산로 46,37.6070327,127.0383656
서울특별시 영등포구 신길동,래미안영등포프레비뉴,84.98,202410,20,"137,500",8,개인,개인,2015,가마산로 442,37.50492,126.9081665
서울특별시 영등포구 당산동5가,성원,59.94,202410,20,"87,500",10,개인,개인,1997,양평로 57,37.5344144,126.8995628
서울특별시 영등포구 신길동,삼성,60.48,202410,20,"73,000",12,개인,개인,1984,여의대방로 45,37.4963658,126.9111928
서울특별시 양천구 목동,목동신시가지2,152.64,202410,20,"287,000",4,개인,개인,1986,목동서로 70,37.5374761,126.8759409
서울특별시 마포구 대흥동,대흥동태영아파트,59.4,202410,20,"123,000",5,개인,개인,1999,독막로 266,37.5447302,126.9425709
서울특별시 양천구 신정동,신트리4,48.96,202410,20,"55,400",11,개인,개인,2000,신정로 260,37.5112612,126.850766
서울특별시 은평구 진관동,상림마을7단지아이파크(706~708동)BL1-3,84.79,202410,20,"78,000",7,개인,개인,2008,진관4로 47,37.6460632,126.9262543
서울특별시 양천구 목동,목동신시가지6,47.94,202410,20,"147,500",3,개인,개인,1986,목동동로 430,37.5346421,126.8848163
서울특별시 마포구 대흥동,마포그랑자이(2단지),84.98,202410,20,"178,000",10,개인,개인,2020,대흥로 175,37.5553725,126.9444823
서울특별시 송파구 신천동,장미1,99,202410,20,"247,000",1,개인,개인,1979,올림픽로35길 104,37.5188846,127.0992806
서울특별시 강남구 개포동,개포주공7단지,53.46,202410,19,"228,000",3,개인,개인,1983,개포로 516,37.4888759,127.0716679
서울특별시 송파구 송파동,2차한양아파트,64.26,202410,19,"136,000",8,개인,개인,1984,가락로 192,37.5050875,127.1161782
서울특별시 강남구 개포동,개포주공5단지,53.98,202410,19,"224,750",4,개인,개인,1983,삼성로4길 17,37.4876225,127.0685038
서울특별시 강남구 일원동,디에이치자이개포,132.92,202410,19,"455,000",2,개인,개인,2021,영동대로 22,37.4909336,127.0751203
서울특별시 송파구 가락동,헬리오시티,84.98,202410,19,"231,000",23,개인,개인,2018,송파대로 345,37.497519,127.1072265
서울특별시 강남구 대치동,은마,84.43,202410,19,"280,000",2,개인,개인,1979,삼성로 212,37.4974176,127.0653272
서울특별시 강남구 대치동,대치르엘,59.9972,202410,19,"255,000",3,개인,개인,2021,도곡로93길 23,37.5019346,127.0648263
서울특별시 노원구 중계동,중계현대2,71.76,202410,19,"63,000",13,개인,개인,1991,한글비석로15길 51,37.655891,127.073994
서울특별시 성북구 정릉동,정릉풍림아이원,59.88,202410,19,"49,500",14,개인,개인,2005,솔샘로25길 11-11,37.6160983,127.0080964
서울특별시 성북구 돈암동,한진(609-1),59.58,202410,19,"61,300",5,개인,개인,1998,성북로4길 52,37.5948075,127.0103188
서울특별시 성북구 길음동,길음뉴타운9단지(래미안),114.91,202410,19,"130,000",7,개인,개인,2010,길음로9길 50,37.6037834,127.0194529
서울특별시 강북구 미아동,벽산라이브파크,84.89,202410,19,"62,000",5,개인,개인,2004,솔샘로 159,37.6211493,127.0108272
서울특별시 노원구 상계동,은빛2단지,59.95,202410,19,"54,000",5,개인,개인,1998,동일로245가길 41,37.6799626,127.0535049
서울특별시 성북구 장위동,석계역한일노벨리아시티,14.7145,202410,19,"11,500",6,개인,개인,2019,화랑로 299,37.6135776,127.0611118
서울특별시 은평구 불광동,라이프미성,66.7,202410,19,"68,500",9,개인,개인,1988,통일로 780,37.6149286,126.9283096
서울특별시 은평구 수색동,DMC롯데캐슬더퍼스트,39.83,202410,19,"61,000",2,개인,개인,2021,수색로 300,37.5842799,126.8925933
서울특별시 도봉구 도봉동,럭키,84.86,202410,19,"57,300",6,개인,개인,1992,도봉로169길 31,37.6792277,127.0444167
서울특별시 노원구 중계동,금호타운(583),59.52,202410,19,"53,000",6,개인,개인,1997,중계로12길 24,37.6470263,127.0812771
서울특별시 노원구 상계동,상계주공2(고층),38,202410,19,"39,000",3,개인,개인,1988,동일로 1355,37.6543386,127.0626961
서울특별시 성북구 돈암동,이수브라운스톤돈암,59.99,202410,19,"75,000",3,개인,개인,2004,북악산로 844,37.5978717,127.01779
서울특별시 노원구 상계동,벽산,43.35,202410,19,"31,300",8,개인,개인,1989,한글비석로 396,37.6614765,127.0728242
서울특별시 노원구 공릉동,풍림아파트A,59.94,202410,19,"64,000",7,개인,개인,2001,섬밭로 139,37.6291633,127.0668178
서울특별시 중구 신당동,남산타운,59.94,202410,19,"110,000",15,개인,개인,2002,다산로 32,37.5490132,127.0092806
서울특별시 동대문구 제기동,안암골벽산,84.98,202410,19,"84,800",18,개인,개인,2003,약령시로 25,37.5834525,127.0319102
서울특별시 중랑구 면목동,용마금호타운,84.9,202410,19,"68,000",14,개인,개인,1992,용마산로 348,37.582767,127.0942653
서울특별시 중랑구 면목동,면목삼호101,83.08,202410,19,"66,000",13,개인,개인,2000,용마산로 259,37.5764199,127.0884494
서울특별시 중랑구 상봉동,건영캐스빌,84.6475,202410,19,"83,500",3,개인,개인,2006,상봉중앙로8길 76,37.602535,127.0911872
서울특별시 중랑구 상봉동,건영1,84.96,202410,19,"65,500",16,개인,개인,1997,봉화산로48길 62,37.603997,127.0935449
서울특별시 중랑구 신내동,동성아파트,129.37,202410,19,"74,500",2,개인,개인,1997,봉화산로 216,37.6067262,127.0964444
서울특별시 중구 신당동,삼성,59.97,202410,19,"96,200",17,개인,개인,1999,청구로1길 23,37.5581685,127.0178958
서울특별시 동대문구 이문동,대우,84.89,202410,19,"72,500",2,개인,개인,2001,한천로58길 139,37.6025668,127.0697892
서울특별시 성동구 옥수동,래미안 옥수 리버젠,59.25,202410,19,"185,000",19,개인,개인,2012,매봉길 15,37.5449597,127.0138463
서울특별시 성동구 행당동,행당한진타운,114.62,202410,19,"148,000",15,개인,개인,2000,행당로 82,37.5558801,127.0292075
서울특별시 성동구 행당동,서울숲행당푸르지오,59.68,202410,19,"118,000",8,개인,개인,2011,고산자로 177,37.5551998,127.0324682
서울특별시 동대문구 휘경동,주공2,59.79,202410,19,"64,000",7,개인,개인,2001,한천로 248,37.5829867,127.0707472
서울특별시 중랑구 신내동,동성아파트,59.4,202410,19,"49,000",3,개인,개인,1997,봉화산로 216,37.6067262,127.0964444
서울특별시 성동구 금호동2가,래미안하이리버,59.99,202410,19,"147,000",14,개인,개인,2012,금호로 107,37.551292,127.0245415
서울특별시 중랑구 신내동,동성3,59.4,202410,19,"49,800",7,개인,개인,1997,신내로 110,37.608527,127.0962462
서울특별시 중랑구 신내동,신내9진흥,39.84,202410,19,"36,000",10,개인,개인,1996,신내로 127,37.6119852,127.0947268
서울특별시 동대문구 청량리동,현대,128.57,202410,19,"90,000",4,개인,개인,1987,약령시로21길 30,37.5849762,127.0463506
서울특별시 용산구 효창동,용산롯데캐슬센터포레,84.8757,202410,19,"194,500",18,개인,개인,2019,백범로 313,37.4632716,126.715121
서울특별시 동대문구 장안동,천강(332-6),109.78,202410,19,"51,000",6,개인,개인,1996,답십리로 319,37.5723111,127.0759193
서울특별시 광진구 광장동,극동2,102.61,202410,19,"208,000",3,개인,개인,1989,아차산로 552,37.5431583,127.1041888
서울특별시 성동구 하왕십리동,왕십리풍림아이원,59.936,202410,19,"102,000",15,개인,개인,2004,난계로 84,36.2118628,127.7010625
서울특별시 동대문구 전농동,동아,70.03,202410,19,"72,700",9,개인,개인,1997,서울시립대로 31,37.5748818,127.045704
서울특별시 광진구 자양동,자양7차현대홈타운,59.94,202410,19,"117,000",8,개인,개인,2001,능동로4길 41,37.5329775,127.0697684
서울특별시 종로구 평동,경희궁자이(3단지),84.614,202410,19,"205,000",14,개인,개인,2017,경교장길 35,37.5686016,126.966059
서울특별시 송파구 장지동,위례24단지(꿈에그린),84.98,202410,19,"160,000",7,개인,개인,2013,위례광장로 121,37.4759174,127.1393662
서울특별시 강동구 암사동,프라이어팰리스,59.983,202410,19,"102,000",1,개인,개인,2007,고덕로 130,37.5535267,127.1395007
서울특별시 강동구 암사동,선사현대아파트,59.64,202410,19,"104,700",10,개인,개인,2000,상암로 11,37.552396,127.1258146
서울특별시 양천구 신월동,태헌(신월프라자),56.97,202410,19,"27,500",9,개인,개인,1999,곰달래로5길 17,37.531115,126.8336049
서울특별시 강서구 화곡동,"우장산아이파크,이편한세상",59.98,202410,19,"84,000",3,개인,개인,2008,강서로 266,37.5493543,126.8387658
서울특별시 강서구 화곡동,"우장산아이파크,이편한세상",59.98,202410,19,"84,000",3,개인,개인,2008,강서로 266,37.5493543,126.8387658
서울특별시 강서구 화곡동,"우장산아이파크,이편한세상",84.97,202410,19,"126,500",5,개인,개인,2008,강서로 266,37.5493543,126.8387658
서울특별시 강서구 화곡동,강서힐스테이트,59.99,202410,19,"109,500",15,개인,개인,2015,우현로 67,37.5467405,126.8400355
서울특별시 강서구 화곡동,강서힐스테이트,84.99,202410,19,"129,500",10,개인,개인,2015,우현로 67,37.5467405,126.8400355
서울특별시 양천구 신정동,푸른마을4,84.99,202410,19,"76,200",3,개인,개인,2002,신정로7길 60-7,37.5132899,126.8390451
서울특별시 서대문구 남가좌동,DMC래미안클라시스,59.93,202410,19,"79,000",12,개인,개인,2000,증가로 191,37.5779334,126.9165623
서울특별시 서대문구 대현동,신촌럭키,83.38,202410,19,"92,400",4,개인,개인,1999,이화여대길 50-12,37.559518,126.9479577
서울특별시 서대문구 천연동,천연뜨란채,30.17,202410,19,"53,000",9,개인,개인,2006,독립문로8길 54,37.5675617,126.9584488
서울특별시 강서구 화곡동,유림노르웨이숲(919-1),64.05,202410,19,"56,000",8,개인,개인,2004,곰달래로 96,37.5312541,126.8514414
서울특별시 양천구 신월동,양천벽산블루밍2단지,59.98,202410,19,"56,000",4,개인,개인,2006,월정로9길 20,37.525063,126.8387343
서울특별시 은평구 응암동,백련산에스케이뷰아이파크,59.8545,202410,19,"83,900",3,개인,개인,2020,응암로30길 16,37.5949519,126.9209109
서울특별시 은평구 응암동,백련산힐스테이트4차,84.98,202410,19,"95,000",16,개인,개인,2018,백련산로 37,37.5901638,126.9215921
서울특별시 은평구 응암동,백련산힐스테이트1차,59.63,202410,19,"74,000",13,개인,개인,2011,백련산로2길 19,37.5924134,126.9252267
서울특별시 양천구 신정동,아이파크,84.88,202410,19,"167,500",16,개인,개인,2002,목동동로 180,37.5216472,126.8721607
서울특별시 양천구 신정동,목동신시가지9,106.93,202410,19,"223,000",8,개인,개인,1987,목동서로 340,37.5185416,126.8624047
서울특별시 마포구 마포동,강변한신코아,77.22,202410,19,"71,000",7,개인,개인,1992,마포대로4다길 18,37.5362976,126.9439291
서울특별시 양천구 신정동,목동신시가지14,74.19,202410,19,"155,000",15,개인,개인,1988,목동동로 130,37.5161905,126.8703376
서울특별시 마포구 연남동,새마을,41.65,202410,19,"44,400",2,개인,개인,1970,성미산로23길 54,37.5658991,126.9204881
서울특별시 양천구 신정동,동일하이빌2단지,84.955,202410,19,"96,000",18,개인,개인,2005,신정로11길 20,37.5118663,126.8391189
서울특별시 서대문구 홍은동,북한산두산위브,59.84,202410,19,"78,000",12,개인,개인,2020,홍은중앙로3길 9,37.5980188,126.9454447
서울특별시 양천구 목동,목동신시가지5,65.08,202410,19,"200,000",12,개인,개인,1986,목동동로 350,37.5341154,126.882084
서울특별시 영등포구 신길동,우성2,84.47,202410,19,"104,700",8,개인,개인,1986,대방천로 180,37.4982607,126.9125529
서울특별시 영등포구 신길동,신길자이,59.99,202410,19,"81,000",2,개인,개인,2011,가마산로79길 19,37.5064528,126.916587
서울특별시 영등포구 신길동,신길자이,59.99,202410,19,"86,000",14,개인,개인,2011,가마산로79길 19,37.5064528,126.916587
서울특별시 영등포구 신길동,힐스테이트클래시안,59.91,202410,19,"130,000",7,개인,개인,2020,신길로28길 9,37.5041295,126.9119335
서울특별시 금천구 시흥동,남서울건영2,61.14,202410,19,"43,000",15,개인,개인,1989,독산로10길 96,37.449368,126.9107061
서울특별시 영등포구 신길동,보라매에스케이뷰,84.98,202410,19,"153,000",22,개인,개인,2020,여의대방로35가길 19,37.502904,126.9174414
서울특별시 영등포구 신길동,래미안에스티움,84.97,202410,19,"155,000",8,개인,개인,2017,신풍로 77,37.5009072,126.913563
서울특별시 동작구 상도동,삼성래미안2,59.886,202410,19,"95,000",11,개인,개인,2003,상도로55길 47,37.498056,126.9582766
서울특별시 동작구 상도동,두산위브트레지움2차,84.864,202410,19,"149,000",19,개인,개인,2016,상도로30길 40,37.5038796,126.9427755
서울특별시 동작구 흑석동,아크로리버하임,59.9154,202410,19,"185,000",15,개인,개인,2019,현충로 52,37.5107584,126.9597429
서울특별시 영등포구 여의도동,삼익,123.27,202410,19,"250,000",3,개인,개인,1974,국제금융로 109,37.5197265,126.9342527
서울특별시 영등포구 신길동,래미안에스티움,39.85,202410,19,"83,500",10,개인,개인,2017,신풍로 77,37.5009072,126.913563
서울특별시 동작구 사당동,사당우성3,59.89,202410,19,"100,000",8,개인,개인,1993,동작대로29길 115,37.4896386,126.9759403
서울특별시 동작구 사당동,신동아4,59.89,202410,19,"97,000",7,개인,개인,1993,동작대로29길 110,37.4896386,126.9759403
서울특별시 강서구 내발산동,마곡수명산파크7단지,84.82,202410,19,"83,500",10,개인,개인,2008,수명로2가길 22,37.5481487,126.8227067
서울특별시 동작구 신대방동,현대,84.57,202410,19,"99,500",15,개인,개인,1996,여의대방로 28,37.494565,126.9122485
서울특별시 구로구 항동,항동제일풍경채포레스트,84.6614,202410,19,"69,000",16,개인,개인,2020,부광로 96-16,37.4760431,126.8165357
서울특별시 구로구 신도림동,대림e-편한세상7,116.308,202410,19,"149,500",7,개인,개인,2004,신도림로 56-13,37.5084841,126.8827725
서울특별시 구로구 구로동,현대연예인,84.91,202410,18,"64,000",11,개인,개인,1989,구일로4길 46,37.4929859,126.8771135
서울특별시 구로구 구로동,구로지웰,68.656,202410,18,"55,000",1,개인,개인,2011,구로동로28길 42,37.4906355,126.88651
서울특별시 금천구 시흥동,삼익,59.9,202410,18,"44,000",14,개인,개인,1999,독산로50길 89,37.4632778,126.9094469
서울특별시 강서구 방화동,마곡서광(치현마을),59.67,202410,18,"52,000",8,개인,개인,1998,양천로27길 129,37.5793085,126.8192982
서울특별시 영등포구 당산동5가,당산삼성래미안4차,115.78,202410,18,"185,000",14,개인,개인,2003,당산로 214,37.531956,126.903065
서울특별시 동작구 사당동,래미안로이파크,84.98,202410,18,"170,000",11,개인,개인,2018,사당로23길 112,37.4885212,126.9732477
서울특별시 동작구 사당동,사당우성2,59.89,202410,18,"105,000",9,개인,개인,1993,동작대로29길 91,37.4896386,126.9759403
서울특별시 중구 신당동,삼성,59.98,202410,18,"96,700",11,개인,개인,1999,청구로1길 23,37.5581685,127.0178958
서울특별시 광진구 광장동,현대파크빌,84.81,202410,18,"171,000",17,개인,개인,2000,아차산로 549,37.5441452,127.1015274
서울특별시 종로구 사직동,광화문스페이스본(101동~105동),108.55,202410,18,"169,000",4,개인,개인,2008,사직로8길 4,37.5744169,126.9688811
서울특별시 동대문구 휘경동,주공2,39.98,202410,18,"45,500",14,개인,개인,2001,한천로 248,37.5829867,127.0707472
서울특별시 중랑구 신내동,신내9진흥,33.18,202410,18,"28,000",9,개인,개인,1996,신내로 127,37.6119852,127.0947268
서울특별시 중구 묵정동,묵정,52.46,202410,18,"47,500",2,개인,개인,1981,서애로1길 34,37.5606814,127.0000529
서울특별시 동대문구 답십리동,우성그린,59.36,202410,18,"58,000",13,개인,개인,1997,답십리로59길 33,37.5748649,127.0660261
서울특별시 동대문구 회기동,신현대,55.89,202410,18,"62,000",13,개인,개인,1989,이문로1길 21,37.5896042,127.0518226
서울특별시 동대문구 이문동,신이문금호어울림,84.84,202410,18,"84,900",3,개인,개인,2008,신이문로 9,37.589071,127.0542948
서울특별시 동대문구 이문동,이문스카이뷰,25.99,202410,18,"38,000",9,개인,개인,2020,이문로 127,37.5980824,127.0610153
서울특별시 용산구 산천동,리버힐삼성,59.55,202410,18,"105,000",5,개인,개인,2001,효창원로 17,37.5348038,126.9501037
서울특별시 광진구 자양동,대동,84.65,202410,18,"125,000",14,개인,개인,1999,뚝섬로31길 20,37.5364277,127.0682849
서울특별시 광진구 광장동,유진스웰,165.327,202410,18,"190,000",7,개인,개인,2011,아차산로78길 7,37.5503992,127.1093024
서울특별시 관악구 봉천동,벽산블루밍,84.99,202410,18,"85,000",3,개인,개인,2005,은천로 93,37.4892875,126.9447672
서울특별시 관악구 봉천동,위너스이즈,59.74,202410,18,"42,000",5,개인,개인,2006,남부순환로228길 87,37.475885,126.9540183
서울특별시 송파구 잠실동,트리지움,114.7,202410,18,"280,000",3,개인,개인,2007,잠실로 62,37.5098873,127.0895702
서울특별시 송파구 풍납동,잠실올림픽공원아이파크,59.97,202410,18,"165,000",13,개인,개인,2019,올림픽로43길 34,37.5255475,127.1143527
서울특별시 관악구 신림동,산장그린,71.85,202410,18,"43,700",1,개인,개인,2002,문성로38라길 7,37.4753592,126.9296028
서울특별시 관악구 신림동,LIG대학마을(건영아파트3차),69.17,202410,18,"54,000",4,개인,개인,1996,신림로3길 40,37.4671423,126.9429448
서울특별시 강남구 청담동,PH129,273.96,202410,18,"1,024,000",8,개인,개인,2020,압구정로79길 88,37.5260623,127.0542667
서울특별시 강남구 청담동,청담대림이-편한세상,134.24,202410,18,"280,000",6,개인,개인,2002,학동로77길 27,37.5205036,127.0478363
서울특별시 강남구 개포동,개포래미안포레스트,59.96,202410,18,"235,000",25,개인,개인,2020,개포로 264,37.4786358,127.0538806
서울특별시 관악구 봉천동,e편한세상서울대입구1단지,84.93,202410,18,"125,000",6,개인,개인,2019,청룡10길 45,37.4781201,126.9433202
서울특별시 노원구 중계동,금호타운(583),59.52,202410,18,"51,500",12,개인,개인,1997,중계로12길 24,37.6470263,127.0812771
서울특별시 노원구 월계동,동신,91.91,202410,18,"67,000",1,개인,개인,1983,광운로2나길 30,37.6175521,127.0612663
서울특별시 도봉구 방학동,신동아아파트2,147.48,202410,18,"86,500",13,개인,개인,1992,방학로15길 40,37.6591075,127.0235176
서울특별시 도봉구 방학동,신동아아파트2,84.82,202410,18,"53,500",8,개인,개인,1992,방학로15길 40,37.6591075,127.0235176
서울특별시 노원구 하계동,극동,70.56,202410,18,"59,800",12,개인,개인,1988,섬밭로 229,37.6354449,127.0642439
서울특별시 노원구 월계동,삼호4,59.49,202410,18,"65,000",8,개인,개인,1987,마들로 127,37.6265223,127.0641587
서울특별시 노원구 상계동,중계센트럴파크,59.75,202410,18,"77,000",15,개인,개인,2016,덕릉로70가길 21,37.643181,127.0596833
서울특별시 성북구 정릉동,정릉2차e-편한세상,84.4,202410,18,"80,000",1,개인,개인,2009,북악산로 851,37.5999949,127.0194343
서울특별시 은평구 갈현동,미미,84.9,202410,18,"61,500",6,개인,개인,1997,갈현로29길 11,37.6189698,126.9135279
서울특별시 강북구 미아동,벽산라이브파크,84.89,202410,18,"64,000",18,개인,개인,2004,솔샘로 159,37.6211493,127.0108272
서울특별시 성북구 길음동,길음동동부센트레빌(1278-0),59.998,202410,18,"75,500",11,개인,개인,2003,숭인로2길 61,37.6103707,127.024274
서울특별시 강북구 번동,동문,59.64,202410,18,"50,500",9,개인,개인,1998,오현로 128,37.6239593,127.0380971
서울특별시 성북구 돈암동,돈암동해피트리,143.13,202410,18,"115,000",7,개인,개인,2013,아리랑로5길 92,37.5979908,127.0116912
서울특별시 노원구 상계동,상계주공4(고층),49.94,202410,18,"51,000",4,개인,개인,1988,동일로214길 21,37.6506353,127.0647516
서울특별시 노원구 중계동,양지마을(대림)2,59.4,202410,18,"63,000",14,개인,개인,1999,덕릉로73길 28,37.6534321,127.072311
서울특별시 양천구 신월동,새롬,56.54,202410,18,"34,700",4,개인,개인,2002,중앙로57길 35,37.5264644,126.845102
서울특별시 강서구 등촌동,등촌동아이파크,84.7556,202410,18,"92,500",19,개인,개인,2005,등촌로 163,37.5439159,126.8602292
서울특별시 강서구 화곡동,초록,49.77,202410,18,"42,000",4,개인,개인,1998,강서로45다길 30-27,37.545684,126.8336232
서울특별시 마포구 창전동,해모로,83.871,202410,18,"153,000",14,개인,개인,2007,토정로 167,37.5462717,126.9296859
서울특별시 마포구 노고산동,신촌포스빌,32.34,202410,18,"30,200",11,개인,개인,2004,신촌로 150,37.5564865,126.9395429
서울특별시 마포구 상암동,상암월드컵파크7단지,84.9,202410,18,"117,000",2,개인,개인,2005,상암산로1길 92,37.5817586,126.8814802
서울특별시 은평구 역촌동,청운퀸즈,75.665,202410,18,"52,000",5,개인,개인,2001,연서로 27,37.6016032,126.9155627
서울특별시 마포구 신공덕동,신공덕래미안3차,84.69,202410,18,"144,000",17,개인,개인,2003,만리재로 60,37.5549999,126.9659293
서울특별시 서대문구 홍제동,홍제역해링턴플레이스,84.95,202410,18,"125,600",1,개인,법인,2024,세무서8길 30,37.5900202,126.9485643
서울특별시 양천구 목동,행복자,69.11,202410,18,"52,000",5,개인,개인,2004,목동중앙북로8가길 23,37.5466291,126.8660092
서울특별시 양천구 목동,목동신시가지3,95.03,202410,18,"224,000",2,개인,개인,1986,목동서로 100,37.5343588,126.8729492
서울특별시 양천구 목동,부영2,141.7,202410,18,"194,000",7,개인,개인,2000,목동동로 401,37.5363533,126.8811224
서울특별시 은평구 진관동,상림마을7단지아이파크(706~708동)BL1-3,84.79,202410,18,"80,000",3,개인,개인,2008,진관4로 47,37.6460632,126.9262543
서울특별시 양천구 신정동,푸른마을2,59.85,202410,18,"60,500",8,개인,개인,2001,신정로7길 76,37.513551,126.8353703
서울특별시 마포구 성산동,성사1차풍림아파트101동,59.85,202410,18,"67,000",9,개인,개인,2000,성암로1길 8,37.5684893,126.9123897
서울특별시 양천구 신월동,신월시영,59.49,202410,18,"61,000",12,개인,개인,1988,신월로 99,37.5179066,126.8340997
서울특별시 서대문구 남가좌동,DMC파크뷰자이1단지,84.98,202410,17,"133,500",8,개인,개인,2015,가재울미래로 2,37.5722576,126.9178374
서울특별시 서대문구 남가좌동,DMC파크뷰자이1단지,84.968,202410,17,"130,000",4,개인,개인,2015,가재울미래로 2,37.5722576,126.9178374
서울특별시 은평구 응암동,백련산파크자이,59.789,202410,17,"80,000",11,개인,개인,2021,백련산로 67,37.5921731,126.9220015
